query,name,google_id,place_id,location_link,reviews_link,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,review_questions,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChdDSUhNMG9nS0VJQ0FnSUNGOHNEbXlRRRAB,CAESBkVnSUlBUQ==,https://www.google.com/maps/contrib/113331501343434629931?hl=en-US,Rubi Perez,113331501343434629931,https://lh3.googleusercontent.com/a-/ALV-UjXJvIkjLFpdiWnA2HX0a-j5FHUoYIgMBfdgB2pJPG2C38U=s120-c-rp-mo-br100,"This is my first year living at The Loop apartment complex, so far it has been a great experience. Both the Leasing Team and Maintenance have been super quick with getting questions and or maintenance requests answered/fixed. One of the main contacts for the leasing team has been Ana and she has gone above an beyond to make me feel welcome and valued as a tenant. Luis does such a good job and is super quick to help once maintenance requests are made. Overall, the community within The Loop apartment complex is great to be apart of and I'm super glad to be able to renew my lease and prolong my stay at The Loop.",,,,,"Rubi,

Thanks so much for sharing your experience with us and your 4 star review. Our team is happy to see you enjoyed visiting our community and we hope our staff made your decision to lease with us that much easier! We can't wait to hear from you again soon.",1698456985,10/28/2023 01:36:25,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNGOHNEbXlRRRAB!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgICF8sDmyQE%7CCgwI3tXwqQYQsPm45gE%7C?hl=en-US,4,1698441950,10/27/2023 21:25:50,0,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChdDSUhNMG9nS0VJQ0FnSURGb1pTTzBRRRAB,CAESBkVnSUlBZw==,https://www.google.com/maps/contrib/106127684962182528521?hl=en-US,Michele Bronstein,106127684962182528521,https://lh3.googleusercontent.com/a/ACg8ocK-y7rtr9FKg7u5S08tBdhKuwbCITlxSXc8pm9jNbd7=s120-c-rp-mo-br100,"The tour was informative and Ana was great at answering all questions we had.  Sadly, we were not able to see an “actual” apartment but were directed to the website for details about floor plans and pricing but having an actual suite to see while there would’ve been really helpful.  Ana seemed to be friendly and appreciated by the residents we encountered while touring the property which made it seem like she is a “good adult presence” for the students living there.  I would suggest working toward having a list of students’ units available with advanced tour notice so that prospective students can get a better idea of the finishes and furniture inside the suites.  Regarding the students’ privacy, I think there are many ways to provide incentives to the one or two units’ occupants that would make this an option for possible future residents.  The details of the living space are hard to get a feel for from a “floor plan” simulation on the website.",,,,,"Michele,

We are so appreciative of your 4 star review and for taking the time to share it with us. At The Loop, our goal is to provide residents with the highest quality experiences. We hope you have a great day!",1699400458,11/07/2023 23:40:58,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURGb1pTTzBRRRAB!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgIDFoZSO0QE%7CCgsIpaaqqgYQkJraSQ%7C?hl=en-US,4,1699386149,11/07/2023 19:42:29,0,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChdDSUhNMG9nS0VJQ0FnSUNGOHRhbTRBRRAB,CAESBkVnSUlBdw==,https://www.google.com/maps/contrib/115416949368425969054?hl=en-US,Ally D,115416949368425969054,https://lh3.googleusercontent.com/a/ACg8ocJ4X2p1Uukc1ddqLhAQOMBEU5_mcpF0I36FvR4_d9g=s120-c-rp-mo-br100,"Hi! When my roommates and I started looking for apartments, we chose the Loop because of its great location, and that it came furnished. However, what made us love living here and want to continue to live in this apartment complex, is the community that is built here. This includes the frequent community events that are held, or just seeing friendly staff that are here to help. For me Ana from the Leasing Team and Luis from maintenance have worked so hard not only to respond to any issues I had asap but they make sure that everybody living here feels welcomed and cared for.",,,,,"Hey Ally!

Thanks for sharing your The Loop experience with us — we are glad it was a positive one!",1698464630,10/28/2023 03:43:50,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNGOHRhbTRBRRAB!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgICF8tam4AE%7CCgsIvdjwqQYQqOuiNg%7C?hl=en-US,4,1698442301,10/27/2023 21:31:41,0,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChdDSUhNMG9nS0VJQ0FnSUNGMDVieTlRRRAB,CAESBkVnSUlCQQ==,https://www.google.com/maps/contrib/109042575153104255671?hl=en-US,Riya Sharma,109042575153104255671,https://lh3.googleusercontent.com/a/ACg8ocJdcK6CJ7y4sPNi1VcOipU3FNyqesbIJuh4FnPJUdmE=s120-c-rp-mo-br100,"I went to ask some questions about my account and the leasing term 2024-25. Anna was friendly and helpful in answering our questions. The leasing process was so easy. We got the whole thing done there at the moment, and Anna was there to help us. The entire experience was so sweet, fun, and accessible. I loved it!!!",,,,,"Dear Riya,

Thank you for your positive feedback! Our goal is to continue to provide a great experience. We appreciate you and enjoy having you as a part of our community.",1698879936,11/01/2023 23:05:36,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNGMDVieTlRRRAB!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgICF05by9QE%7CCgwI6duKqgYQ8LLsngE%7C?hl=en-US,5,1698868713,11/01/2023 19:58:33,0,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChdDSUhNMG9nS0VJQ0FnSUNadXZpdW5RRRAB,CAESBkVnSUlCUQ==,https://www.google.com/maps/contrib/101128159945628455153?hl=en-US,bella cam,101128159945628455153,https://lh3.googleusercontent.com/a-/ALV-UjWCJVE2ranuvtx9WKYkcWvtfRGn_RoecEV2cboiX49qSA=s120-c-rp-mo-br100,"I love it here :). During move in week, we had a lot of fun events on the rooftop with free food and engaging activities to meet other residents. The apartments are really nice and very clean. I have the most beautiful suite in my opinion! I also love my roommates, and I'm extremely grateful, especially because I'm a first year. The staff is extremely friendly. Shoutout to Kaelen, the most personable girl I've ever met! Thank you to The Loop for making my freshman year great. 😊🩷",,,,,"Dear bella,

Thanks for being a part of The Loop! We can’t wait to share your positive feedback with the rest of the team. We hope to continue to provide you with a quality experience.",1694219269,09/09/2023 00:27:49,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNadXZpdW5RRRAB!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgICZuviunQE%7CCgwIuMrupwYQ4PKL9AE%7C?hl=en-US,5,1694213432,09/08/2023 22:50:32,0,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChdDSUhNMG9nS0VJQ0FnSUR4M3Z6amlBRRAB,CAESBkVnSUlCZw==,https://www.google.com/maps/contrib/102283674880968057482?hl=en-US,Sierrah Lara,102283674880968057482,https://lh3.googleusercontent.com/a/ACg8ocLCp4g4pKbb48Mk59qE8UyYWrrcaRwJfQd63gBVEPoV=s120-c-rp-mo-br100,I’ve had a great experience at the loop! A current resident for 2 years now. The staff is always super responsive to any maintenance requests or questions that I may have. Any request I have gets responded to very quickly. The building always has a staff member out front in the lobby so it always feels secure. Definitely an upgrade from past experiences in IV.,,,,,"We are so grateful for your positive review, Sierrah!

We strive for everyone to have the same experience as you. We are so happy you call The Loop home! Thanks again!",1686266189,06/08/2023 23:16:29,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4M3Z6amlBRRAB!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgIDx3vzjiAE%7CCgwI_pqJpAYQkOfrnAE%7C?hl=en-US,5,1686261118,06/08/2023 21:51:58,0,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChZDSUhNMG9nS0VJQ0FnSUN4aS12TFVnEAE,CAESBkVnSUlCdw==,https://www.google.com/maps/contrib/110121786265688705697?hl=en-US,Taylor Modrcin,110121786265688705697,https://lh3.googleusercontent.com/a-/ALV-UjUzrfntOA6sgRCGcHl1yQ8ungEz6N279hLEaBJnv-tLY1k=s120-c-rp-mo-br100,"Living at the loop was a disappointment. The microwave was broken when we got there. We submitted multiple maintenance requests to fix it yet it never got fixed and I’m guessing that will be taken out of my security deposit too. The contract said I would be getting my security deposit within 21 days of my lease ending and it’s been 30 and I still haven’t received it. One of the laundry machines did not work for nearly the entire year until they started doing tours for upcoming residents, also with how much we pay, the laundry should cost less or nothing at all. The elevator and wifi would stop working so often to the point where I would specifically do tests and homework elsewhere on rainy or windy days because I knew it wouldn’t work. The front desk workers were rarely at the desk and didn’t seem to take anything seriously. One of my packages got stolen because they weren’t doing their job and they never did anything about it. It’s completely overpriced and definitely not worth it.",,,,,We apologize for your negative experience with us at Copper Social. We hope to provide a better experience for all of our residents and would like to discuss any feedback as it helps us get better. Please reach out to us at leasing@theloopiv.com. Thank you!,1693523470,08/31/2023 23:11:10,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4aS12TFVnEAE!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgICxi-vLUg%7CCgwI77--pwYQ4J_5ngI%7C?hl=en-US,2,1693425647,08/30/2023 20:00:47,0,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChZDSUhNMG9nS0VJQ0FnSUNabHByNmRREAE,CAESBkVnSUlDQQ==,https://www.google.com/maps/contrib/103484916302318854847?hl=en-US,Robbie Carter,103484916302318854847,https://lh3.googleusercontent.com/a/ACg8ocKtHrjF4C5ml8t0QwR4LGcMEq2p8vSQYFAjJfVKQ9LA=s120-c-rp-mo-br100,"Lived here for just under a year. Although Cardinal Group management is less bad than some other Isla Vista property management companies, my overall impression was nonetheless awful. I’d summarize my experience here as unprofessional, taxing, and poorly staffed.

On the other hand, it looks pretty from the outside, and the location and view are unbeatable.   If those positives are worth it, just come with your expectations tempered.",,,,,Thank you for your feedback as it helps us get better. We are sorry for your negative experience and hope to provide a better experience to all of our residents. Please reach out to us at leasing@theloopiv.com. Thank you!,1694544692,09/12/2023 18:51:32,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNabHByNmRREAE!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgICZlpr6dQ%7CCgsIgNDzpwYQuN3uGQ%7C?hl=en-US,1,1694296064,09/09/2023 21:47:44,0,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChdDSUhNMG9nS0VJQ0FnSUNKa1lhMXdRRRAB,CAESBkVnSUlDUQ==,https://www.google.com/maps/contrib/107390260307221325425?hl=en-US,Rachel Little,107390260307221325425,https://lh3.googleusercontent.com/a/ACg8ocIIr02VMOHdiEkBikoBelV2A6w30332JGWm8Zq0pme_=s120-c-rp-mo-br100,I loved my tour and felt like all my questions were answered and I had a good idea of the Loop experience by the end of the tour. My tour guide Kaelen was very helpful and welcoming. The Loop is a great apartment complex and I hope I get to live here.,,,,,"Hey Rachel!

Thank you for your 5 star review. We’re glad to hear that you’re enjoying your experience at The Loop and we love having you as part of our community!",1688020291,06/29/2023 06:31:31,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKa1lhMXdRRRAB!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgICJkYa1wQE%7CCgwIpav0pAYQ6JPt_gE%7C?hl=en-US,5,1688016293,06/29/2023 05:24:53,1,3792017391662548909,21,4,3,15,64
0x80e93f69a0781e55:0x349ff3ba0c2647ad,The Loop Apartments,0x80e93f69a0781e55:0x349ff3ba0c2647ad,ChIJVR54oGk_6YARrUcmDLrznzQ,"https://www.google.com/maps/place/The+Loop+Apartments/@34.4109203,-119.855446,14z/data=!4m8!1m2!2m1!1sThe+Loop+Apartments!3m4!1s0x80e93f69a0781e55:0x349ff3ba0c2647ad!8m2!3d34.4109203!4d-119.855446",https://search.google.com/local/reviews?placeid=ChIJVR54oGk_6YARrUcmDLrznzQ&q=*&authuser=0&hl=en&gl=US,107,3.9,ChZDSUhNMG9nS0VJQ0FnSUNaMnVhZ1J3EAE,CAESBkVnSUlDZw==,https://www.google.com/maps/contrib/110958732513005634766?hl=en-US,Yasmin cherry,110958732513005634766,https://lh3.googleusercontent.com/a-/ALV-UjW6rkf4CoIlC6J2qFak54Avstw40k8Essu-Qul2YIcaEoc=s120-c-rp-mo-br100,luis always helps when somethings wrong hes amazing!!! the the people that work here also also amazing as well! so many cool events and cool people. love the apartment set up as well :),,,,,"Yasmin,

We’re happy that you’re happy! Thank you for taking the time to leave us a positive review. We’re so thankful for The Loop residents like you.",1694212764,09/08/2023 22:39:24,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaMnVhZ1J3EAE!2m1!1s0x0:0x349ff3ba0c2647ad!3m1!1s2@1:CIHM0ogKEICAgICZ2uagRw%7CCgsIr_XtpwYQyICmRA%7C?hl=en-US,4,1694202543,09/08/2023 19:49:03,0,3792017391662548909,21,4,3,15,64
